I,N,1,0.004593,1
I,N,2,0.004856,1
I,N,3,0.004634,1
I,N,4,0.004924,1
I,N,5,0.004711,1
I,N,6,0.004376,1
I,N,7,0.005386,1
I,N,8,0.005764,1
I,N,9,0.00543,1
I,N,10,0.00514,1
I,N,11,0.005215,1
I,N,12,0.005259,1
I,N,13,0.004988,1
I,N,14,0.004885,1
I,N,15,0.004682,1
I,N,16,0.004117,1
I,N,17,0.004619,1
I,N,18,0.005373,1
I,N,19,0.004755,1
I,N,20,0.004764,1
I,N,21,0.004159,1
I,N,22,0.004632,1
I,N,23,0.005223,1
I,N,24,0.004652,1
I,N,25,0.004533,1
I,N,26,0.004078,1
I,N,27,0.005175,1
I,N,28,0.011181,1
I,N,29,0.009176,1
I,N,30,0.008451,1
I,N,31,0.00997,1
I,N,32,0.009019,1
I,N,33,0.008124,1
I,N,34,0.008944,1
I,N,35,0.009471,1
I,N,36,0.009445,1
I,N,37,0.008386,1
I,N,38,0.009582,1
I,N,39,0.009502,1
I,N,40,0.008544,1
I,N,41,0.008907,1
I,N,42,0.009476,1
I,N,43,0.009394,1
I,N,44,0.008065,1
I,N,45,0.00947,1
I,N,46,0.009429,1
I,N,47,0.008698,1
I,N,48,0.008271,1
I,N,49,0.009664,1
I,N,50,0.009296,1
I,N,51,0.008525,1
I,N,52,0.00976,1
I,N,53,0.009779,1
I,N,54,0.009348,1
I,N,55,0.013534,1
I,N,56,0.016819,1
I,N,57,0.015707,1
I,N,58,0.017144,1
I,N,59,0.016116,1
I,N,60,0.016375,1
I,N,61,0.01753,1
I,N,62,0.015454,1
I,N,63,0.0172,1
I,N,64,0.01645,1
I,N,65,0.016045,1
I,N,66,0.016977,1
I,N,67,0.015573,1
I,N,68,0.016976,1
I,N,69,0.016003,1
I,N,70,0.01599,1
I,N,71,0.017144,1
I,N,72,0.015285,1
I,N,73,0.017118,1
I,N,74,0.015517,1
I,N,75,0.016786,1
I,N,76,0.016619,1
I,N,77,0.016047,1
I,N,78,0.016773,1
I,N,79,0.015495,1
I,N,80,0.01693,1
I,N,81,0.015482,1
I,N,82,0.01694,1
I,N,83,0.015653,1
I,N,84,0.016514,1
I,N,85,0.016293,1
I,N,86,0.019956,1
I,N,87,0.021383,1
I,N,88,0.021953,1
I,N,89,0.021856,1
I,N,90,0.022552,1
I,N,91,0.021722,1
I,N,92,0.022289,1
I,N,93,0.02081,1
I,N,94,0.022241,1
I,N,95,0.021314,1
I,N,96,0.021421,1
I,N,97,0.021151,1
I,N,98,0.021574,1
I,N,99,0.020962,1
I,N,100,0.020782,1
I,N,101,0.021736,1
I,N,102,0.02132,1
I,N,103,0.021929,1
I,N,104,0.021231,1
I,N,105,0.021094,1
I,N,106,0.021693,1
I,N,107,0.020906,1
I,N,108,0.021881,1
I,N,109,0.02148,1
I,N,110,0.020781,1
I,N,111,0.022099,1
I,N,112,0.020766,1
I,N,113,0.022165,1
I,N,114,0.021537,1
I,N,115,0.021735,1
I,N,116,0.022254,1
I,N,117,0.021928,1
I,N,118,0.021886,1
I,N,119,0.022677,1
I,N,120,0.022731,1
I,N,121,0.022043,1
I,N,122,0.022404,1
I,N,123,0.02249,1
I,N,124,0.021669,1
