I,N,1,0.074608,1
I,N,2,0.075693,1
I,N,3,0.076379,1
I,N,4,0.07708,1
I,N,5,0.077443,1
I,N,6,0.076471,1
I,N,7,0.129605,1
I,N,8,0.185376,1
I,N,9,0.196083,1
I,N,10,0.205687,1
I,N,11,0.209742,1
I,N,12,0.209335,1
I,N,13,0.20921,1
I,N,14,0.208334,1
I,N,15,0.205901,1
I,N,16,0.203706,1
I,N,17,0.201312,1
I,N,18,0.199248,1
I,N,19,0.196966,1
I,N,20,0.195194,1
I,N,21,0.193273,1
I,N,22,0.186913,1
I,N,23,0.095903,1
I,N,24,0.063736,1
I,N,25,0.054466,1
I,N,26,0.053539,1
I,N,27,0.053502,1
I,N,28,0.053916,1
I,N,29,0.054044,1
I,N,30,0.054027,1
I,N,31,0.05303,1
I,N,32,0.106377,1
I,N,33,0.268367,1
I,N,34,0.300131,1
I,N,35,0.29677,1
I,N,36,0.300124,1
I,N,37,0.29511,1
I,N,38,0.286894,1
I,N,39,0.287069,1
I,N,40,0.385566,1
I,N,41,0.487513,1
I,N,42,0.489993,1
I,N,43,0.483086,1
I,N,44,0.480645,1
I,N,45,0.475857,1
I,N,46,0.47207,1
I,N,47,0.476714,1
I,N,48,0.475672,1
I,N,49,0.475032,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,1
